Creating 1000 new traders and sending orders:
Received: 1000 messages

Order Book(BTC -> ETH)
Entries: 1000, Bids: 496, Asks: 504
{'q': 2000, 'p_low': 94, 'p_high': 119, 'u_max': 481, 'order_type': 'sell', 'order_id': 'Trader0:1'}
{'q': 1055, 'p_low': 88, 'p_high': 119, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader438:1'}
{'q': 1820, 'p_low': 98, 'p_high': 103, 'u_max': 420, 'order_type': 'sell', 'order_id': 'Trader440:1'}
{'q': 1931, 'p_low': 83, 'p_high': 120, 'u_max': 413, 'order_type': 'buy', 'order_id': 'Trader442:1'}
{'q': 1639, 'p_low': 80, 'p_high': 103, 'u_max': 483, 'order_type': 'sell', 'order_id': 'Trader444:1'}
{'q': 1000, 'p_low': 81, 'p_high': 107, 'u_max': 437, 'order_type': 'buy', 'order_id': 'Trader446:1'}
{'q': 1770, 'p_low': 94, 'p_high': 104, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader448:1'}
{'q': 1902, 'p_low': 94, 'p_high': 105, 'u_max': 451, 'order_type': 'sell', 'order_id': 'Trader450:1'}
{'q': 1380, 'p_low': 80, 'p_high': 111, 'u_max': 478, 'order_type': 'sell', 'order_id': 'Trader452:1'}
{'q': 1301, 'p_low': 86, 'p_high': 116, 'u_max': 483, 'order_type': 'sell', 'order_id': 'Trader454:1'}
{'q': 1684, 'p_low': 85, 'p_high': 105, 'u_max': 410, 'order_type': 'sell', 'order_id': 'Trader456:1'}
{'q': 1678, 'p_low': 84, 'p_high': 114, 'u_max': 467, 'order_type': 'sell', 'order_id': 'Trader458:1'}
{'q': 1644, 'p_low': 85, 'p_high': 102, 'u_max': 431, 'order_type': 'buy', 'order_id': 'Trader460:1'}
{'q': 1253, 'p_low': 85, 'p_high': 110, 'u_max': 480, 'order_type': 'sell', 'order_id': 'Trader462:1'}
{'q': 1623, 'p_low': 90, 'p_high': 114, 'u_max': 449, 'order_type': 'buy', 'order_id': 'Trader464:1'}
{'q': 1079, 'p_low': 89, 'p_high': 116, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader466:1'}
{'q': 1661, 'p_low': 93, 'p_high': 111, 'u_max': 487, 'order_type': 'sell', 'order_id': 'Trader468:1'}
{'q': 1435, 'p_low': 90, 'p_high': 104, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader470:1'}
{'q': 1019, 'p_low': 90, 'p_high': 106, 'u_max': 433, 'order_type': 'buy', 'order_id': 'Trader472:1'}
{'q': 1407, 'p_low': 96, 'p_high': 117, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader474:1'}
{'q': 1460, 'p_low': 92, 'p_high': 117, 'u_max': 462, 'order_type': 'sell', 'order_id': 'Trader476:1'}
{'q': 1282, 'p_low': 86, 'p_high': 110, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader478:1'}
{'q': 1435, 'p_low': 86, 'p_high': 103, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader480:1'}
{'q': 1459, 'p_low': 82, 'p_high': 113, 'u_max': 423, 'order_type': 'sell', 'order_id': 'Trader482:1'}
{'q': 1544, 'p_low': 81, 'p_high': 110, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader484:1'}
{'q': 1318, 'p_low': 98, 'p_high': 120, 'u_max': 453, 'order_type': 'buy', 'order_id': 'Trader486:1'}
{'q': 1233, 'p_low': 96, 'p_high': 106, 'u_max': 421, 'order_type': 'buy', 'order_id': 'Trader488:1'}
{'q': 1338, 'p_low': 81, 'p_high': 111, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader490:1'}
{'q': 1567, 'p_low': 85, 'p_high': 113, 'u_max': 435, 'order_type': 'buy', 'order_id': 'Trader492:1'}
{'q': 1468, 'p_low': 93, 'p_high': 113, 'u_max': 403, 'order_type': 'sell', 'order_id': 'Trader494:1'}
{'q': 1491, 'p_low': 86, 'p_high': 118, 'u_max': 497, 'order_type': 'sell', 'order_id': 'Trader496:1'}
{'q': 1004, 'p_low': 87, 'p_high': 114, 'u_max': 446, 'order_type': 'buy', 'order_id': 'Trader498:1'}
{'q': 1330, 'p_low': 94, 'p_high': 105, 'u_max': 471, 'order_type': 'buy', 'order_id': 'Trader500:1'}
{'q': 1810, 'p_low': 92, 'p_high': 115, 'u_max': 430, 'order_type': 'buy', 'order_id': 'Trader502:1'}
{'q': 1068, 'p_low': 95, 'p_high': 107, 'u_max': 468, 'order_type': 'buy', 'order_id': 'Trader504:1'}
{'q': 1579, 'p_low': 80, 'p_high': 103, 'u_max': 471, 'order_type': 'sell', 'order_id': 'Trader506:1'}
{'q': 1280, 'p_low': 87, 'p_high': 103, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader508:1'}
{'q': 1121, 'p_low': 90, 'p_high': 118, 'u_max': 425, 'order_type': 'buy', 'order_id': 'Trader510:1'}
{'q': 1276, 'p_low': 99, 'p_high': 110, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader512:1'}
{'q': 1220, 'p_low': 98, 'p_high': 117, 'u_max': 409, 'order_type': 'buy', 'order_id': 'Trader514:1'}
{'q': 1202, 'p_low': 88, 'p_high': 120, 'u_max': 476, 'order_type': 'buy', 'order_id': 'Trader516:1'}
{'q': 1609, 'p_low': 97, 'p_high': 101, 'u_max': 416, 'order_type': 'sell', 'order_id': 'Trader518:1'}
{'q': 1212, 'p_low': 99, 'p_high': 111, 'u_max': 443, 'order_type': 'sell', 'order_id': 'Trader520:1'}
{'q': 1786, 'p_low': 84, 'p_high': 105, 'u_max': 416, 'order_type': 'buy', 'order_id': 'Trader522:1'}
{'q': 1667, 'p_low': 95, 'p_high': 115, 'u_max': 463, 'order_type': 'buy', 'order_id': 'Trader524:1'}
{'q': 1367, 'p_low': 91, 'p_high': 117, 'u_max': 490, 'order_type': 'buy', 'order_id': 'Trader526:1'}
{'q': 1855, 'p_low': 93, 'p_high': 109, 'u_max': 468, 'order_type': 'sell', 'order_id': 'Trader528:1'}
{'q': 1279, 'p_low': 97, 'p_high': 110, 'u_max': 474, 'order_type': 'buy', 'order_id': 'Trader530:1'}
{'q': 1100, 'p_low': 86, 'p_high': 108, 'u_max': 500, 'order_type': 'buy', 'order_id': 'Trader532:1'}
{'q': 1503, 'p_low': 98, 'p_high': 111, 'u_max': 495, 'order_type': 'buy', 'order_id': 'Trader534:1'}
{'q': 1773, 'p_low': 84, 'p_high': 110, 'u_max': 448, 'order_type': 'buy', 'order_id': 'Trader536:1'}
{'q': 1048, 'p_low': 81, 'p_high': 109, 'u_max': 486, 'order_type': 'buy', 'order_id': 'Trader538:1'}
{'q': 1925, 'p_low': 87, 'p_high': 113, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader540:1'}
{'q': 1258, 'p_low': 91, 'p_high': 102, 'u_max': 409, 'order_type': 'sell', 'order_id': 'Trader542:1'}
{'q': 1124, 'p_low': 85, 'p_high': 107, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader544:1'}
{'q': 1416, 'p_low': 93, 'p_high': 106, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader546:1'}
{'q': 1902, 'p_low': 96, 'p_high': 104, 'u_max': 447, 'order_type': 'sell', 'order_id': 'Trader548:1'}
{'q': 1115, 'p_low': 89, 'p_high': 119, 'u_max': 416, 'order_type': 'buy', 'order_id': 'Trader550:1'}
{'q': 1000, 'p_low': 86, 'p_high': 118, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader552:1'}
{'q': 1369, 'p_low': 89, 'p_high': 118, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader554:1'}
{'q': 1616, 'p_low': 88, 'p_high': 104, 'u_max': 452, 'order_type': 'buy', 'order_id': 'Trader556:1'}
{'q': 1948, 'p_low': 88, 'p_high': 118, 'u_max': 475, 'order_type': 'buy', 'order_id': 'Trader558:1'}
{'q': 1809, 'p_low': 90, 'p_high': 102, 'u_max': 416, 'order_type': 'sell', 'order_id': 'Trader560:1'}
{'q': 1452, 'p_low': 81, 'p_high': 119, 'u_max': 403, 'order_type': 'buy', 'order_id': 'Trader562:1'}
{'q': 1102, 'p_low': 98, 'p_high': 102, 'u_max': 491, 'order_type': 'buy', 'order_id': 'Trader564:1'}
{'q': 1026, 'p_low': 99, 'p_high': 106, 'u_max': 485, 'order_type': 'sell', 'order_id': 'Trader566:1'}
{'q': 1191, 'p_low': 89, 'p_high': 111, 'u_max': 476, 'order_type': 'buy', 'order_id': 'Trader568:1'}
{'q': 1041, 'p_low': 98, 'p_high': 119, 'u_max': 461, 'order_type': 'buy', 'order_id': 'Trader570:1'}
{'q': 1453, 'p_low': 96, 'p_high': 114, 'u_max': 482, 'order_type': 'buy', 'order_id': 'Trader572:1'}
{'q': 1985, 'p_low': 99, 'p_high': 102, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader574:1'}
{'q': 1694, 'p_low': 93, 'p_high': 113, 'u_max': 458, 'order_type': 'sell', 'order_id': 'Trader576:1'}
{'q': 1970, 'p_low': 89, 'p_high': 109, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader578:1'}
{'q': 1490, 'p_low': 99, 'p_high': 112, 'u_max': 430, 'order_type': 'sell', 'order_id': 'Trader580:1'}
{'q': 1874, 'p_low': 97, 'p_high': 104, 'u_max': 429, 'order_type': 'sell', 'order_id': 'Trader582:1'}
{'q': 1972, 'p_low': 99, 'p_high': 114, 'u_max': 445, 'order_type': 'sell', 'order_id': 'Trader584:1'}
{'q': 1887, 'p_low': 98, 'p_high': 116, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader586:1'}
{'q': 1381, 'p_low': 89, 'p_high': 112, 'u_max': 457, 'order_type': 'sell', 'order_id': 'Trader588:1'}
{'q': 1823, 'p_low': 87, 'p_high': 112, 'u_max': 406, 'order_type': 'buy', 'order_id': 'Trader590:1'}
{'q': 1314, 'p_low': 90, 'p_high': 102, 'u_max': 423, 'order_type': 'buy', 'order_id': 'Trader592:1'}
{'q': 1561, 'p_low': 97, 'p_high': 107, 'u_max': 479, 'order_type': 'buy', 'order_id': 'Trader594:1'}
{'q': 1244, 'p_low': 88, 'p_high': 102, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader596:1'}
{'q': 1678, 'p_low': 98, 'p_high': 102, 'u_max': 483, 'order_type': 'buy', 'order_id': 'Trader598:1'}
{'q': 1656, 'p_low': 94, 'p_high': 120, 'u_max': 448, 'order_type': 'buy', 'order_id': 'Trader600:1'}
{'q': 1624, 'p_low': 84, 'p_high': 105, 'u_max': 488, 'order_type': 'sell', 'order_id': 'Trader602:1'}
{'q': 2000, 'p_low': 96, 'p_high': 120, 'u_max': 465, 'order_type': 'buy', 'order_id': 'Trader604:1'}
{'q': 1589, 'p_low': 93, 'p_high': 116, 'u_max': 407, 'order_type': 'sell', 'order_id': 'Trader606:1'}
{'q': 1277, 'p_low': 87, 'p_high': 110, 'u_max': 439, 'order_type': 'sell', 'order_id': 'Trader608:1'}
{'q': 1519, 'p_low': 99, 'p_high': 102, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader610:1'}
{'q': 1865, 'p_low': 93, 'p_high': 110, 'u_max': 464, 'order_type': 'buy', 'order_id': 'Trader612:1'}
{'q': 1289, 'p_low': 81, 'p_high': 107, 'u_max': 461, 'order_type': 'sell', 'order_id': 'Trader614:1'}
{'q': 1182, 'p_low': 94, 'p_high': 114, 'u_max': 433, 'order_type': 'sell', 'order_id': 'Trader616:1'}
{'q': 1902, 'p_low': 90, 'p_high': 116, 'u_max': 402, 'order_type': 'sell', 'order_id': 'Trader618:1'}
{'q': 1290, 'p_low': 81, 'p_high': 103, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader620:1'}
{'q': 1539, 'p_low': 93, 'p_high': 114, 'u_max': 442, 'order_type': 'buy', 'order_id': 'Trader622:1'}
{'q': 1201, 'p_low': 85, 'p_high': 104, 'u_max': 411, 'order_type': 'buy', 'order_id': 'Trader624:1'}
{'q': 1652, 'p_low': 85, 'p_high': 107, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader626:1'}
{'q': 1464, 'p_low': 96, 'p_high': 101, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader628:1'}
{'q': 1489, 'p_low': 89, 'p_high': 105, 'u_max': 494, 'order_type': 'sell', 'order_id': 'Trader630:1'}
{'q': 1797, 'p_low': 99, 'p_high': 108, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader632:1'}
{'q': 1740, 'p_low': 95, 'p_high': 108, 'u_max': 443, 'order_type': 'buy', 'order_id': 'Trader634:1'}
{'q': 1453, 'p_low': 97, 'p_high': 117, 'u_max': 490, 'order_type': 'sell', 'order_id': 'Trader636:1'}
{'q': 1640, 'p_low': 97, 'p_high': 109, 'u_max': 407, 'order_type': 'buy', 'order_id': 'Trader638:1'}
{'q': 1096, 'p_low': 83, 'p_high': 104, 'u_max': 407, 'order_type': 'sell', 'order_id': 'Trader640:1'}
{'q': 1089, 'p_low': 94, 'p_high': 105, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader642:1'}
{'q': 1374, 'p_low': 98, 'p_high': 102, 'u_max': 447, 'order_type': 'buy', 'order_id': 'Trader644:1'}
{'q': 1743, 'p_low': 80, 'p_high': 101, 'u_max': 422, 'order_type': 'sell', 'order_id': 'Trader646:1'}
{'q': 1439, 'p_low': 83, 'p_high': 112, 'u_max': 476, 'order_type': 'sell', 'order_id': 'Trader648:1'}
{'q': 1045, 'p_low': 98, 'p_high': 120, 'u_max': 415, 'order_type': 'sell', 'order_id': 'Trader650:1'}
{'q': 1499, 'p_low': 99, 'p_high': 106, 'u_max': 425, 'order_type': 'sell', 'order_id': 'Trader652:1'}
{'q': 1907, 'p_low': 95, 'p_high': 112, 'u_max': 493, 'order_type': 'buy', 'order_id': 'Trader654:1'}
{'q': 1075, 'p_low': 96, 'p_high': 102, 'u_max': 462, 'order_type': 'buy', 'order_id': 'Trader656:1'}
{'q': 1754, 'p_low': 88, 'p_high': 106, 'u_max': 462, 'order_type': 'sell', 'order_id': 'Trader658:1'}
{'q': 1567, 'p_low': 87, 'p_high': 110, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader660:1'}
{'q': 1060, 'p_low': 91, 'p_high': 119, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader662:1'}
{'q': 1557, 'p_low': 88, 'p_high': 105, 'u_max': 452, 'order_type': 'sell', 'order_id': 'Trader664:1'}
{'q': 1322, 'p_low': 95, 'p_high': 102, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader666:1'}
{'q': 1626, 'p_low': 81, 'p_high': 112, 'u_max': 486, 'order_type': 'sell', 'order_id': 'Trader668:1'}
{'q': 1474, 'p_low': 82, 'p_high': 116, 'u_max': 485, 'order_type': 'sell', 'order_id': 'Trader670:1'}
{'q': 1443, 'p_low': 83, 'p_high': 109, 'u_max': 462, 'order_type': 'sell', 'order_id': 'Trader672:1'}
{'q': 1492, 'p_low': 89, 'p_high': 109, 'u_max': 428, 'order_type': 'sell', 'order_id': 'Trader674:1'}
{'q': 1958, 'p_low': 89, 'p_high': 116, 'u_max': 494, 'order_type': 'sell', 'order_id': 'Trader676:1'}
{'q': 1185, 'p_low': 88, 'p_high': 104, 'u_max': 445, 'order_type': 'buy', 'order_id': 'Trader678:1'}
{'q': 1258, 'p_low': 97, 'p_high': 117, 'u_max': 440, 'order_type': 'buy', 'order_id': 'Trader680:1'}
{'q': 1411, 'p_low': 86, 'p_high': 108, 'u_max': 450, 'order_type': 'sell', 'order_id': 'Trader682:1'}
{'q': 1105, 'p_low': 88, 'p_high': 118, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader684:1'}
{'q': 1291, 'p_low': 93, 'p_high': 106, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader686:1'}
{'q': 1115, 'p_low': 92, 'p_high': 110, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader688:1'}
{'q': 1237, 'p_low': 91, 'p_high': 105, 'u_max': 461, 'order_type': 'buy', 'order_id': 'Trader690:1'}
{'q': 1877, 'p_low': 90, 'p_high': 112, 'u_max': 427, 'order_type': 'sell', 'order_id': 'Trader692:1'}
{'q': 1238, 'p_low': 98, 'p_high': 119, 'u_max': 455, 'order_type': 'sell', 'order_id': 'Trader694:1'}
{'q': 1372, 'p_low': 80, 'p_high': 103, 'u_max': 459, 'order_type': 'sell', 'order_id': 'Trader696:1'}
{'q': 1374, 'p_low': 90, 'p_high': 104, 'u_max': 418, 'order_type': 'buy', 'order_id': 'Trader698:1'}
{'q': 1277, 'p_low': 82, 'p_high': 108, 'u_max': 438, 'order_type': 'buy', 'order_id': 'Trader700:1'}
{'q': 1218, 'p_low': 80, 'p_high': 101, 'u_max': 456, 'order_type': 'buy', 'order_id': 'Trader702:1'}
{'q': 1177, 'p_low': 99, 'p_high': 101, 'u_max': 478, 'order_type': 'buy', 'order_id': 'Trader704:1'}
{'q': 1832, 'p_low': 90, 'p_high': 108, 'u_max': 450, 'order_type': 'sell', 'order_id': 'Trader706:1'}
{'q': 1795, 'p_low': 94, 'p_high': 107, 'u_max': 447, 'order_type': 'sell', 'order_id': 'Trader708:1'}
{'q': 1355, 'p_low': 93, 'p_high': 102, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader710:1'}
{'q': 1519, 'p_low': 97, 'p_high': 111, 'u_max': 479, 'order_type': 'sell', 'order_id': 'Trader712:1'}
{'q': 1862, 'p_low': 87, 'p_high': 105, 'u_max': 432, 'order_type': 'buy', 'order_id': 'Trader714:1'}
{'q': 1997, 'p_low': 83, 'p_high': 109, 'u_max': 458, 'order_type': 'buy', 'order_id': 'Trader716:1'}
{'q': 1145, 'p_low': 90, 'p_high': 115, 'u_max': 477, 'order_type': 'buy', 'order_id': 'Trader718:1'}
{'q': 1177, 'p_low': 93, 'p_high': 115, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader720:1'}
{'q': 1167, 'p_low': 90, 'p_high': 106, 'u_max': 426, 'order_type': 'buy', 'order_id': 'Trader722:1'}
{'q': 1590, 'p_low': 85, 'p_high': 111, 'u_max': 432, 'order_type': 'buy', 'order_id': 'Trader724:1'}
{'q': 1795, 'p_low': 95, 'p_high': 106, 'u_max': 473, 'order_type': 'buy', 'order_id': 'Trader726:1'}
{'q': 1964, 'p_low': 97, 'p_high': 117, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader728:1'}
{'q': 1974, 'p_low': 92, 'p_high': 109, 'u_max': 406, 'order_type': 'sell', 'order_id': 'Trader730:1'}
{'q': 1743, 'p_low': 87, 'p_high': 106, 'u_max': 448, 'order_type': 'sell', 'order_id': 'Trader732:1'}
{'q': 1995, 'p_low': 90, 'p_high': 119, 'u_max': 495, 'order_type': 'sell', 'order_id': 'Trader734:1'}
{'q': 1447, 'p_low': 81, 'p_high': 113, 'u_max': 500, 'order_type': 'sell', 'order_id': 'Trader736:1'}
{'q': 1746, 'p_low': 92, 'p_high': 104, 'u_max': 410, 'order_type': 'buy', 'order_id': 'Trader738:1'}
{'q': 1991, 'p_low': 94, 'p_high': 114, 'u_max': 416, 'order_type': 'buy', 'order_id': 'Trader740:1'}
{'q': 1024, 'p_low': 98, 'p_high': 118, 'u_max': 463, 'order_type': 'buy', 'order_id': 'Trader742:1'}
{'q': 1191, 'p_low': 93, 'p_high': 108, 'u_max': 438, 'order_type': 'buy', 'order_id': 'Trader744:1'}
{'q': 1566, 'p_low': 86, 'p_high': 102, 'u_max': 494, 'order_type': 'sell', 'order_id': 'Trader746:1'}
{'q': 1821, 'p_low': 86, 'p_high': 109, 'u_max': 447, 'order_type': 'sell', 'order_id': 'Trader748:1'}
{'q': 1301, 'p_low': 90, 'p_high': 104, 'u_max': 401, 'order_type': 'sell', 'order_id': 'Trader750:1'}
{'q': 1934, 'p_low': 98, 'p_high': 101, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader752:1'}
{'q': 1025, 'p_low': 81, 'p_high': 106, 'u_max': 456, 'order_type': 'sell', 'order_id': 'Trader754:1'}
{'q': 1831, 'p_low': 88, 'p_high': 105, 'u_max': 420, 'order_type': 'buy', 'order_id': 'Trader756:1'}
{'q': 1116, 'p_low': 95, 'p_high': 103, 'u_max': 458, 'order_type': 'sell', 'order_id': 'Trader758:1'}
{'q': 1867, 'p_low': 93, 'p_high': 109, 'u_max': 422, 'order_type': 'sell', 'order_id': 'Trader760:1'}
{'q': 1553, 'p_low': 97, 'p_high': 118, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader762:1'}
{'q': 1638, 'p_low': 90, 'p_high': 109, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader764:1'}
{'q': 1414, 'p_low': 88, 'p_high': 102, 'u_max': 408, 'order_type': 'sell', 'order_id': 'Trader766:1'}
{'q': 1767, 'p_low': 83, 'p_high': 102, 'u_max': 476, 'order_type': 'buy', 'order_id': 'Trader768:1'}
{'q': 1960, 'p_low': 93, 'p_high': 103, 'u_max': 437, 'order_type': 'sell', 'order_id': 'Trader770:1'}
{'q': 1395, 'p_low': 99, 'p_high': 106, 'u_max': 492, 'order_type': 'sell', 'order_id': 'Trader772:1'}
{'q': 1493, 'p_low': 85, 'p_high': 114, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader774:1'}
{'q': 1745, 'p_low': 83, 'p_high': 104, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader776:1'}
{'q': 1555, 'p_low': 93, 'p_high': 119, 'u_max': 412, 'order_type': 'sell', 'order_id': 'Trader778:1'}
{'q': 1733, 'p_low': 97, 'p_high': 119, 'u_max': 417, 'order_type': 'buy', 'order_id': 'Trader780:1'}
{'q': 1759, 'p_low': 98, 'p_high': 118, 'u_max': 466, 'order_type': 'sell', 'order_id': 'Trader782:1'}
{'q': 1292, 'p_low': 97, 'p_high': 117, 'u_max': 471, 'order_type': 'sell', 'order_id': 'Trader784:1'}
{'q': 1926, 'p_low': 82, 'p_high': 109, 'u_max': 422, 'order_type': 'buy', 'order_id': 'Trader786:1'}
{'q': 1554, 'p_low': 89, 'p_high': 105, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader788:1'}
{'q': 1769, 'p_low': 96, 'p_high': 117, 'u_max': 414, 'order_type': 'sell', 'order_id': 'Trader790:1'}
{'q': 1664, 'p_low': 80, 'p_high': 114, 'u_max': 470, 'order_type': 'sell', 'order_id': 'Trader792:1'}
{'q': 1212, 'p_low': 88, 'p_high': 107, 'u_max': 422, 'order_type': 'sell', 'order_id': 'Trader794:1'}
{'q': 1367, 'p_low': 80, 'p_high': 112, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader796:1'}
{'q': 1607, 'p_low': 83, 'p_high': 105, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader798:1'}
{'q': 1888, 'p_low': 82, 'p_high': 102, 'u_max': 437, 'order_type': 'sell', 'order_id': 'Trader800:1'}
{'q': 1218, 'p_low': 90, 'p_high': 116, 'u_max': 457, 'order_type': 'buy', 'order_id': 'Trader802:1'}
{'q': 1779, 'p_low': 94, 'p_high': 110, 'u_max': 471, 'order_type': 'buy', 'order_id': 'Trader804:1'}
{'q': 1059, 'p_low': 83, 'p_high': 105, 'u_max': 427, 'order_type': 'buy', 'order_id': 'Trader806:1'}
{'q': 1177, 'p_low': 95, 'p_high': 107, 'u_max': 424, 'order_type': 'buy', 'order_id': 'Trader808:1'}
{'q': 1393, 'p_low': 98, 'p_high': 105, 'u_max': 475, 'order_type': 'buy', 'order_id': 'Trader810:1'}
{'q': 1037, 'p_low': 86, 'p_high': 118, 'u_max': 407, 'order_type': 'buy', 'order_id': 'Trader812:1'}
{'q': 1871, 'p_low': 96, 'p_high': 110, 'u_max': 444, 'order_type': 'sell', 'order_id': 'Trader814:1'}
{'q': 1034, 'p_low': 96, 'p_high': 102, 'u_max': 452, 'order_type': 'sell', 'order_id': 'Trader816:1'}
{'q': 1177, 'p_low': 97, 'p_high': 112, 'u_max': 417, 'order_type': 'buy', 'order_id': 'Trader818:1'}
{'q': 1209, 'p_low': 85, 'p_high': 117, 'u_max': 444, 'order_type': 'buy', 'order_id': 'Trader820:1'}
{'q': 1430, 'p_low': 98, 'p_high': 107, 'u_max': 479, 'order_type': 'sell', 'order_id': 'Trader822:1'}
{'q': 1110, 'p_low': 82, 'p_high': 107, 'u_max': 469, 'order_type': 'buy', 'order_id': 'Trader824:1'}
{'q': 1725, 'p_low': 90, 'p_high': 101, 'u_max': 482, 'order_type': 'sell', 'order_id': 'Trader826:1'}
{'q': 1642, 'p_low': 84, 'p_high': 116, 'u_max': 458, 'order_type': 'sell', 'order_id': 'Trader828:1'}
{'q': 1651, 'p_low': 91, 'p_high': 111, 'u_max': 479, 'order_type': 'sell', 'order_id': 'Trader830:1'}
{'q': 1925, 'p_low': 87, 'p_high': 109, 'u_max': 451, 'order_type': 'sell', 'order_id': 'Trader832:1'}
{'q': 1838, 'p_low': 83, 'p_high': 108, 'u_max': 477, 'order_type': 'sell', 'order_id': 'Trader834:1'}
{'q': 1921, 'p_low': 87, 'p_high': 104, 'u_max': 402, 'order_type': 'buy', 'order_id': 'Trader836:1'}
{'q': 1787, 'p_low': 89, 'p_high': 120, 'u_max': 452, 'order_type': 'sell', 'order_id': 'Trader838:1'}
{'q': 1201, 'p_low': 80, 'p_high': 105, 'u_max': 436, 'order_type': 'buy', 'order_id': 'Trader840:1'}
{'q': 1796, 'p_low': 80, 'p_high': 102, 'u_max': 453, 'order_type': 'sell', 'order_id': 'Trader842:1'}
{'q': 1098, 'p_low': 99, 'p_high': 109, 'u_max': 474, 'order_type': 'sell', 'order_id': 'Trader844:1'}
{'q': 1938, 'p_low': 80, 'p_high': 111, 'u_max': 464, 'order_type': 'sell', 'order_id': 'Trader846:1'}
{'q': 1707, 'p_low': 92, 'p_high': 105, 'u_max': 435, 'order_type': 'buy', 'order_id': 'Trader848:1'}
{'q': 1249, 'p_low': 96, 'p_high': 110, 'u_max': 500, 'order_type': 'sell', 'order_id': 'Trader850:1'}
{'q': 1939, 'p_low': 93, 'p_high': 110, 'u_max': 482, 'order_type': 'sell', 'order_id': 'Trader852:1'}
{'q': 1711, 'p_low': 98, 'p_high': 117, 'u_max': 492, 'order_type': 'buy', 'order_id': 'Trader854:1'}
{'q': 1964, 'p_low': 91, 'p_high': 120, 'u_max': 492, 'order_type': 'sell', 'order_id': 'Trader856:1'}
{'q': 1126, 'p_low': 93, 'p_high': 110, 'u_max': 417, 'order_type': 'sell', 'order_id': 'Trader858:1'}
{'q': 1127, 'p_low': 81, 'p_high': 111, 'u_max': 480, 'order_type': 'buy', 'order_id': 'Trader860:1'}
{'q': 1489, 'p_low': 88, 'p_high': 104, 'u_max': 411, 'order_type': 'sell', 'order_id': 'Trader862:1'}
{'q': 1149, 'p_low': 97, 'p_high': 104, 'u_max': 400, 'order_type': 'sell', 'order_id': 'Trader864:1'}
{'q': 1777, 'p_low': 96, 'p_high': 108, 'u_max': 434, 'order_type': 'buy', 'order_id': 'Trader866:1'}
{'q': 1478, 'p_low': 89, 'p_high': 114, 'u_max': 400, 'order_type': 'sell', 'order_id': 'Trader868:1'}
{'q': 1829, 'p_low': 88, 'p_high': 107, 'u_max': 426, 'order_type': 'sell', 'order_id': 'Trader870:1'}
{'q': 1693, 'p_low': 88, 'p_high': 107, 'u_max': 407, 'order_type': 'buy', 'order_id': 'Trader872:1'}
{'q': 1466, 'p_low': 82, 'p_high': 119, 'u_max': 487, 'order_type': 'buy', 'order_id': 'Trader874:1'}
{'q': 1352, 'p_low': 85, 'p_high': 113, 'u_max': 449, 'order_type': 'sell', 'order_id': 'Trader876:1'}
